titulo	direccion	precio	Baños	Piso de duela	Armarios empotrados	Roof Garden	Totalmente cercado	Estacionamientos	Estacionamiento techado	Construidos (m²)	Amueblado	Recámaras	Jardín	Internet de banda ancha disponible	Estacionamiento vigilado	Calefacción	Balcón	Acceso a TV de paga	Patio	Garaje	Jacuzzi	Estudio	Piso de loseta	Sistema de alarma	Cancha de tenis	Cocina Equipada	Cuarto de servicio	Gimnasio	Estacionamiento abierto	Área de juegos infantiles	Aire acondicionado	Terraza	Área de entretenimiento al aire libre	Estacionamiento para Visitas	Intercomunicador	Chimenea	Terreno (m²)	Alberca
Casa en Venta en Dominio Cumbres, García	Centro Villa de Garcia (casco), García	3949999.0	3.0	False	False	False	False	2.0	False	250.0	False	3.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	170.0	False
Casa en Venta en Col. Las Misiones	Las Misiones, Santiago	26999995.0	7.0	False	False	False	False	3.0	False	1156.0	False	5.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	1615.0	False
Casa en Venta en La Joya, Carretera Nacional	La Joya, Monterrey	17499995.0	6.0	False	False	False	False	3.0	False	575.0	False	3.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	481.0	False
Casa en Venta en Veredalta, San Pedro Garza García	Veredalta, San Pedro Garza García	18499990.0	4.0	False	False	False	False	2.0	False	500.0	False	4.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	450.0	False
Col. Villa Montaña -CASA EN VENTA ESQUINA EN SAN PEDRO GARZA GARCÍA N.L.	Villa Montaña, San Pedro Garza García	13500000.0	4.0	False	False	False	False	2.8	False	270.0	False	3.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	362.0	False
CARRETERA NACIONAL CASA EN VENTA CON ALBERCA CASTAÑOS DEL VERGEL, MONTERREY, NL.	El Uro, Monterrey	10650000.0	4.0	False	False	False	False	3.0	False	415.0	False	3.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	251.0	False
CASA EN VENTA EN ZONA CUMBRES MONTERREY | Cumbres Elite	Cumbres Elite, Monterrey	5900000.0	5.0	False	False	False	False	2.0	False	462.0	False	3.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	200.0	False
CASA EN VENTA EN COLINAS DE SAN JERONIMO  I  FRENTE A PARQUE	Colinas de San Jerónimo, Monterrey	11500000.0	3.0	False	False	False	False	3.0	False	375.0	False	3.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	427.0	False
Casa en Preventa Carrizalejo	San Pedro Garza Garcia Centro, San Pedro Garza García	29700000.0	3.2	False	False	False	False	2.8	False	600.0	False	3.3	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	400.0	False
CASA EN PREVENTA CUMBRES ELITE PRIVADA ALPES	Cumbres Elite, Monterrey	6500000.0	3.0	False	False	False	False	2.8	False	370.0	False	3.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	144.0	False
CASA EN VENTA EN FUENTES DEL VALLE	Fuentes del Valle, San Pedro Garza García	15800000.0	3.0	False	False	False	False	2.8	False	370.0	False	3.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	437.0	False
V608 Venta Residencia Nueva Cumbres CRISANTO Monterrey N.l.	Cumbres Madeira, Monterrey	5950000.0	4.5	False	False	True	True	2.0	True	243.0	False	4.0	True	False	False	False	False	True	True	False	False	True	True	False	True	True	False	False	True	True	False	True	True	True	False	False	198.0	True
PP VENTA DE CASA EN APODACA	Apodaca Centro, Apodaca	1400000.0	1.0	False	False	False	False	1.0	False	130.0	False	2.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	98.0	False
CASA EN VENTA VALLE DEL CONTRY	Valle Del Country, Guadalupe	7800000.0	5.0	False	False	False	False	2.0	False	500.0	False	4.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	360.0	False
Quinta - El Barro	El Barro, Monterrey	5500000.0	3.2	False	False	False	False	2.8	False	168.0	False	3.3	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	2345.0	False
Casa - La Joya Privada residencial	La Joya, Monterrey	12500000.0	3.0	False	False	False	False	2.8	False	459.0	False	3.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	366.0	False
Venta de Residencia Nueva de Lujo  en Zona Valle	Fuentes del Valle, San Pedro Garza García	31800000.0	4.0	False	False	False	False	2.8	False	630.0	False	4.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	480.0	False
Casa - Bosques de Valle Alto	Bosques de Valle Alto, Monterrey	9500000.0	3.0	False	False	False	False	2.8	False	400.0	False	3.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	280.0	False
Casa - Cumbres Elite Premier	Centro Villa de Garcia (casco), García	8000000.0	5.0	False	False	False	False	2.8	False	360.0	False	4.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	217.0	False
Casa - Cumbres Elite Premier	Centro Villa de Garcia (casco), García	6200000.0	4.0	False	False	False	False	2.8	False	380.0	False	3.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	150.0	False
casa en VENTA Cumbres Elite 8 Sec. Cima del Bosque	Cumbres Elite, Monterrey	10900000.0	3.0	False	False	False	False	4.0	False	509.0	False	4.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	206.0	False
VR/ VENTA CASA EN FRACC LAS ALAMEDAS MONTEMORELOS NUEVO LEÓN / AS	Las Alamedas, Montemorelos	631774.0	1.0	False	False	False	False	1.0	False	90.0	False	3.0	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	90.0	False
Casa en Venta en Fuentes del Valle	Fuentes del Valle, San Pedro Garza García	11000000.0	2.5	False	True	False	False	2.0	True	275.0	False	3.0	False	True	False	True	False	True	True	False	False	True	False	False	False	True	True	False	False	False	True	True	False	False	False	False	239.0	False
VR/ VENTA CASA EN VALLE DE SAN MIGUEL APODACA NUEVO LEÓN/ AS	Valle de San Miguel, Apodaca	867599.0	1.0	False	False	False	False	1.0	False	90.0	False	3.0	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	90.0	False
Casa En Venta En Contry La Silla, Guadalupe, Nuevo León	Country La Silla Sect 1, Guadalupe	15950000.0	3.0	False	False	False	False	3.0	False	452.0	False	3.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	570.0	False
Casa en Venta – Fraccionamiento Siete Colinas en Guadalupe, Nuevo León.	Nuevo San Rafael (fomerrey 7), Guadalupe	3500000.0	3.0	False	False	False	False	2.8	False	197.0	False	3.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	135.0	False
Casa - Quinta Montecarlo	Quinta Montecarlo, San Nicolás de los Garza	5100000.0	3.0	False	False	False	False	2.8	False	203.0	False	3.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	136.0	False
Casa en Venta en Olinalá San Pedro Garza García	Olinalá, San Pedro Garza García	22000000.0	6.0	False	False	False	False	8.0	False	300.0	False	3.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	840.0	False
CASA BOSQUES DE LAS MISIONES	Las Misiones, Santiago	9100000.0	4.0	False	True	False	False	3.0	True	380.0	False	4.0	True	True	False	False	True	True	True	False	False	True	False	False	True	False	True	True	False	True	False	True	True	False	False	False	303.0	False
¡REMATE BANCARIO! RENACERES RESIDENCIAL, APODACA, NUEVO LEON.	Renaceres Residencial, Apodaca	566000.0	2.0	False	False	False	False	1.0	False	90.0	False	3.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	115.0	False
Col. Bosques de la Pastora -ZONA CONTRY- Casa en Venta Guadalupe N.L.	Bosques de La Pastora, Guadalupe	5250000.0	3.0	False	False	False	False	2.8	False	280.0	False	4.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	160.0	False
(D.I) CASA EN JUAREZ NUEVO LEON	La Trinidad, Juárez	621585.0	1.0	False	True	False	False	1.0	False	60.0	False	2.0	False	False	False	False	False	False	False	False	False	False	True	False	False	True	False	False	True	False	False	False	False	False	False	False	100.0	False
VR/ VENTA CASA EN JOSE LUIS LOZANO CADEREYTA JIMENEZ NUEVO LEON/ AS	Jose Luis Lozano, Cadereyta Jiménez	366800.0	1.0	False	False	False	False	1.0	False	85.0	False	2.0	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	85.0	False
RR REMATES BANCARIOS CASA DE 2 P COL RENACINIENTO	Renacimiento, General Escobedo	563348.0	2.0	False	False	False	False	2.8	False	120.0	False	2.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	118.0	False
CASA EN VENTA  COLONIA CAROLCO EN CARRETERA NACIONAL	Carolco, Monterrey	16900000.0	4.5	False	True	False	False	3.0	True	580.0	False	3.0	False	True	True	True	False	True	True	False	False	True	True	False	True	True	True	True	False	True	True	True	False	True	False	False	524.0	True
Casa En Venta En Amorada Privada Residencial, Santiago, Nuevo León	Santiago Centro, Santiago	7500000.0	3.0	False	False	False	False	2.0	False	360.0	False	3.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	256.0	False
Casa en Venta en La Herradura	Villas de La Herradura, Monterrey	25000000.0	5.5	False	True	False	False	4.0	False	680.0	False	3.0	False	False	False	False	True	True	False	False	True	False	False	False	False	True	False	False	True	False	False	True	False	False	False	True	457.0	True
Casa En Venta En San Andres, Santiago, Nuevo León	San Andres, Santiago	5400000.0	3.0	False	False	False	False	2.0	False	250.0	False	3.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	200.0	False
Casa En Venta En Bosque Residencial, Santiago, Nuevo León	Santiago Centro, Santiago	5190000.0	4.0	False	False	False	False	3.0	False	469.0	False	4.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	350.0	False
CASA EN VENTA ZONA CARRETERA NACIONAL NUEVO LEON	Las Misiones, Santiago	10300000.0	5.0	False	False	False	False	3.0	False	419.0	False	3.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	300.0	False
Casa En Venta En Huajuquito O Los Cavazos, Santiago, Nuevo León	Huajuquito, Santiago	4590000.0	3.0	False	False	False	False	2.0	False	212.0	False	3.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	200.0	False
CASA EN VENTA EN CAROLCO 1er sector	Carolco, Monterrey	11950000.0	3.0	False	False	False	False	3.0	False	408.0	False	3.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	294.0	False
Casa en Venta en Amorada	Los Rodriguez, Santiago	7899000.0	4.0	False	True	False	True	3.0	False	365.0	False	4.0	True	False	False	False	False	False	False	False	False	True	False	False	False	False	True	False	False	False	False	False	True	False	False	False	250.0	True
CASA EN VENTA EN CONTRY LAS AGUILAS	Contry, Monterrey	18200000.0	5.0	False	False	False	True	3.0	True	480.72	False	3.0	True	False	False	False	False	False	True	False	False	True	False	False	False	False	True	False	False	True	False	True	True	False	False	False	396.39	False
Casa en venta La Joya, Carretera Nacional	La Joya, Monterrey	10300000.0	3.0	False	False	False	False	2.0	False	354.0	False	3.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	290.0	False
Casa En Venta En Cerradas Magenta, Apodaca, Nuevo León	Apodaca Centro, Apodaca	2700000.0	3.0	False	False	False	False	2.0	False	165.0	False	3.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	121.0	False
CASA EN VENTA EN EL URO	El Uro, Monterrey	10650000.0	4.0	False	False	False	False	3.0	False	415.0	False	3.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	251.0	False
Casa en Venta preventa en La Joya Residencial en Monterrey	La Joya, Monterrey	19200000.0	6.0	False	False	False	False	3.0	False	720.0	False	3.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	464.0	False
Casa En Venta En San Andres, Santiago, Nuevo León	San Andres, Santiago	8600000.0	4.0	False	False	False	False	3.0	False	330.0	False	3.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	930.0	False
