titulo	direccion	precio	Baños	Piso de duela	Armarios empotrados	Roof Garden	Totalmente cercado	Estacionamientos	Estacionamiento techado	Construidos (m²)	Nivel	Mantenimiento	Habitaciones (en total)	Superficie construida (m²)	Amueblado	Recámaras	Jardín	Internet de banda ancha disponible	Estacionamiento vigilado	Calefacción	Disponible desde	Balcón	Acceso a TV de paga	Patio	Garaje	Jacuzzi	Estudio	Piso de loseta	Sistema de alarma	Cancha de tenis	Cocina Equipada	Cuarto de servicio	Gimnasio	Estacionamiento abierto	Área de juegos infantiles	Construido (Año)	Aire acondicionado	Condiciones de Precio	Terraza	Área de entretenimiento al aire libre	Estacionamiento para Visitas	Intercomunicador	Chimenea	Terreno (m²)	Alberca
Casa en Venta en Valle de San Miguel	Valle de San Miguel, Apodaca	$ 1,170,000	2					2		90						3																												90	
Casa en Venta en Misión de San José Privadas	Misión San Jose, Apodaca	$ 1,850,000	2					2		140						3																												112	
GS VENTA CASA VÍA PLAMONTE VILLAS PREMIER APODACA NUEVO LEÓN REMATE BANCARIO	Villas Premier, Apodaca	$ 510,000	1					1		75					No	2																												80	
Casa en Venta en Madeira Residencial	Madeira Residencial, Apodaca	$ 1,450,000	3					2		162						4																												108	
Casa en Venta en Ébanos Norte	Los Ébanos Norte, Apodaca	$ 1,075,000	1					1		95						3																												90	
SE VENDE CASA TIM 665506	Apodaca	$ 298,000	1					1		56						2					11/02/21																							119	
Casa en Col. Ébanos Norte lll, Apodaca, Nuevo León. **Remate**.	Los Ébanos Norte, Apodaca	$ 560,000	2					2		120						3																												100	
APRA WO CASA EN VENTA EN EL FRACC. QUINTA COLONIAL, APODACA, NUEVO LEON	Quinta Colonial Apodaca, Apodaca	$ 965,770	1.5					1		65					No	2	True	True					True	True	True																			90	
EXCELENTE OPORTUNIDAD CASA EN APODACA EN VENTA COMPRA cdm	Valle de San Miguel, Apodaca	$ 487,000	2		True		True	1		110					No	3	True	True	True				True	True			True	True				True		True								True		90	
FFS CASA EN VENTA RESIDENCIAL APODACA, NUEVO LEON	Residencial Apodaca, Apodaca	$ 560,000	1					1		100					No	3																												105	
GRAN REMATE DE CASA EN RENACERES APODACA NUEVO LEON  iNO CRÉDITOS!	Renaceres Residencial, Apodaca	$ 639,000	1		True			1		67						2		True				True	True	True							True			True										90	
CASA EN VENTA EN APODACA, NUEVO LEÓN	Los Encinos Residencial, Apodaca	$ 1,288,000	1.5					1		170						3																												116	
Casa en Venta en Amberes Residencial	Apodaca Centro, Apodaca	$ 1,169,695	2					1		90						2																												90	
Casa en Venta en Jardines de San Patricio	Jardines de San Patricio, Apodaca	$ 1,746,000	2							150						3																												106	
Casa en Venta en Residencial Apodaca	Residencial Apodaca, Apodaca	$ 1,700,000	2					2		114						3																												126	
Casa en Venta en Fracc Deportivo Huinala 2do Sect	Deportivo Huinalá, Apodaca	$ 1,100,000	1					1		99						3																												101	
MGM-VENTA CASA REMATE BANCARIO,NO CRÉDITOS,N.L	San Miguel Golondrinas I, Apodaca	$ 342,901	1					1		160						2																												180	
OFQ1 WO CASA EN VENTA EN EL FRACCIONAMIENTO VILLAS PREMIER, APODACA NUEVO LEÓN	Villas Premier, Apodaca	$ 510,000	2				True	1		90					No	3	True	True					True	True	True										True									110	
Casa - Moderno Apodaca	Moderno Apodaca, Apodaca	$ 2,650,000	2							167						3																												112	
Casa en Fracc. Renaceres Residencial, Apodaca, Nuevo León. **Remate Bancario**.	Renaceres Residencial, Apodaca	$ 435,000	2					2		105						3																												100	
Casa en Venta en Valle Azul	Valle Azul, Apodaca	$ 1,700,000	2							150						3																												110	
Casa en Venta en Hacienda las Palmas	Hacienda las Palmas, Apodaca	$ 1,900,000	2							22266						5																												90	
Casa en Venta en Privadas de Santa Rosa	Privadas de Santa Rosa, Apodaca	$ 1,400,000	1					2		75						2																												132	
Casa en Venta en Mision Real	Misión Real, Apodaca	$ 1,200,000	1					1		200						2																												90	
CASA EN VENTA EN Seúl  Renaceres Residencial  Apodaca N.L.	Renaceres Residencial, Apodaca	$ 873,896	2					1		110						2																												70	
CAB Venta Recuperación de Cartera,Fracc. Misión Real,Monterrey, N.L	Misión Real, Apodaca	$ 460,000	2					2		95					No	3																												175	
Casa en Dinamarca, Vivienda Digna, Cd Apodaca, N.L.	Vivienda Digna, Apodaca	$ 300,000	1					1		120					No	2					30/03/23																							120	
Casa en Venta en Almería	Apodaca Centro, Apodaca	$ 1,515,325	2					2		120						3																												120	
Casa en Venta en Ex Hacienda San Francisco	Ex-Hacienda San Francisco, Apodaca	$ 1,150,000	2					1		70						2																												90	
Casa en Venta en Misión de San José Privadas	Misión San Jose, Apodaca	$ 1,330,000	1					2		110						3																												70	
Casa en Venta en Misión de San José Residencias	Misión San Jose, Apodaca	$ 1,540,000	1					1		105						3																												105	
Casa en Venta en Privadas de Santa Rosa	Privadas de Santa Rosa, Apodaca	$ 1,900,000	1					2		200						3																												210	
MARAVILLOSA CASA EN VENTA EN APODACA INVIERTE Y GANA cdm	Paseo Palmas II, Apodaca	$ 398,000	2		True		True	1		90					No	3		True					True	True			True	True				True		True								True		100	
CASA EN VENTA FRACCIONAMIENTO REAL HACIENDA DE HUINALA, APODACA N.L.	Huinalá, Apodaca	$ 1,325,000	2					1		116						3																												90	
Casa amueblada y equipada en venta en Triana, Apodaca N.L.	Apodaca Centro, Apodaca	$ 1,490,000	1					1		110						2																				2012								96	
Casa en Venta en Cerrada la Toscana	Cerrada la Toscana, Apodaca	$ 1,295,000	3					1		111						3																												90	
CASA EN VENTA EN APODACA	Misión San Jose, Apodaca	$ 1,500,000	3		True		True	1	True	90					Sí	3					14/11/22			True				True			True				True		True							90	
"MP-CASA VENTA RECUPERACION BANCARIA ALTARIA RESIDENCIAL	APODACA	NUEVO LEON"	Altaria Residencial, Apodaca	$ 672,500	2.5					2		120					No	3																												120	
CASA EN VENTA EN PRIVADA RESIDENCIAL VALLE AZUL APODACA	Valle Azul, Apodaca	$ 1,725,000	3							132						3																												112	
Casa en Venta en Siena Residencial	Milenium Residencial, Apodaca	$ 1,055,000	2					2		98						3																												105	
Venta de Casa en Ankara Paseo de las Flores Cd Apodaca, N.L.	Paseo de las Flores 1er Sector, Apodaca	$ 585,900	1					1		100			3			2																												80	
CASA EN VENTA $833,589 POR REMATE BANCARIO COL MISION DE LOS OLIVOS, ADJUDICADA!	Santa Rosa, Apodaca	$ 833,589	2				True	2		100			5			3						True		True				True	True			True		True	True		True				True	True		100	
Casa en venta Crystal Lagoons, Apodaca N.L	Apodaca Centro, Apodaca	$ 5,000,000	2					2		155						3																				2020								184	
FFS CASA EN VENTA MISION REAL, APODACA, NUEVO LEON	Misión Real, Apodaca	$ 496,892	1					1		90					No	2																												105	
Casa habitacion de dos niveles en Nuevo Leon, Apodaca, Remate bancario. NO cred	Los Amarantos, Apodaca	$ 344,483	2.5					1		75						3																												110	
JG/ CASA DE RECUPERACIÓN BANCARIA EN AMBERES RESIDENCIAL APODACA NL/ AS	Amberes Residencial, Apodaca	$ 1,169,695	1					1		95					No	3		True																True										95	
GS2 CASA EN AGUA VIVA,BOSQUE DE AGUA, APODACA, NUEVO LEÓN	Bosque de Agua, Apodaca	$ 1,166,516	1					1		90					No	2																												90	
Casa en Venta en Privada San Francisco	San Francisco, Apodaca	$ 1,940,000	1					2		183						3																												153	
CASA EN ALAMOS DEL PARQUE  EN APODACA NUEVO LEON	Álamos Del Parque, Apodaca	$ 745,680	1					1		90					No	2					25/03/23																							70	
JG/ CASA DE RECUPERACIÓN BANCARIA EN MISIÓN DE HUINALÁ 2S APODACA NL/AS	Misión de Huinalá, Apodaca	$ 692,183	1					1		95					No	3		True																True										95	
Casa en Venta en Deportivo Huinalá Mundialista	Deportivo Huinalá Mundialista, Apodaca	$ 1,450,000	2					2		165						3																												90	
CASA EN VENTA EN PASEO DE LAS PALMAS CIUDAD DE APODACA NUEVO LEON ADJUDICACADA	Paseo Palmas II, Apodaca	$ 404,000	2					110		100			5			3		True					True																					110	
EXCELENTE VENTA DE CASA EN NUEVO LEÓN, NO SÉ ACEPTAN CRÉDITOS.	Jardines de Huinalá, Apodaca	$ 695,585	2							70						3								True																				70	
CASA EN ANTIGUA SANTA ROSA APODACA NUEVO LEON, REMATE BANCARIO	Antigua Santa Rosa, Apodaca	$ 341,921	1					1		90					No	2					12/09/22																							45.35	
Venta de casa en apodaca metroplex	Metroplex 2, Apodaca	$ 1,275,000	2.5					1		170						4						True						True																85	
CASA EN VENTA EN MISION DE SAN MIGUEL Misión San Jose Apodaca	Misión San Jose, Apodaca	$ 1,530,000	2					2		130			5			3																												100	
Casa en Venta en Santa Cecilia	Santa Cecilia, Apodaca	$ 1,820,000	2							170						3																												96	
Casa en Venta en Misión de San José Privadas	Misión San Jose, Apodaca	$ 1,850,000	3							160						3																												112	
Casa en Venta en Valle de las Bugambilias	Valle de las Bugambilias, Apodaca	$ 1,230,000	2					2		110						2																												83	
CASA EN VENTA EN PRIVADAS DEL PARQUE, APODACA	Privadas Del Parque, Apodaca	$ 2,600,000	2					2		180						3																				2013								117	
CASA EN VALLE DE LOS NOGALES, APODACA, NUEVO LEÓN	Valle de Los Nogales 1ra Etapa, Apodaca	$ 840,000	3		True		True	2	True	110					No	3	True	True	True	True	10/03/23	True	True	True	True		True	True	True		True	True					True					True		91	
Casa en Venta en Cosmópolis, Apodaca	Cosmópolis Metroplex, Apodaca	$ 950,000	1							150						3																												90	
Casa en Venta en Santa Fé	Santa Fe, Apodaca	$ 1,280,000	2					1		188						4																												96	
Casa en Venta en Santa Sofía Residencial	Apodaca Centro, Apodaca	$ 1,040,000	2					1		88						3																												98	
CASA EN VENTA EN PASEO SICOMOROS Paseo de los Nogales Apodaca	Paseo de los Nogales, Apodaca	$ 1,113,000	2					2		140			5			3																												100	
Casa en Venta en Misión de San José Privadas	Misión San Jose, Apodaca	$ 1,690,000	2					1		112						3																												105	
A2 INVERSIONISTAS ESTA ES UNA OPORTUNIDAD,CASA EN REMATE BANCARIO,FRACC STA.ROSA	Santa Rosa, Apodaca	$ 645,269	2					2		150					No	3					30/11/22																							90	
Casa en venta Las Cruces, Apodaca N.L	Las Cruces Club de Golf, Apodaca	$ 4,750,000	3					2		410						3																												163	
JG/ CASA DE RECUPERACIÓN BANCARIA EN APODACA NUEVO LEON/ AS	Privalia Huinalá, Apodaca	$ 817,659	1					1		95					No	3		True																True										95	
CASA EN VENTA EN COL. PASEO DE LAS PALMAS 2 SECTOR EN APODACA	Las Palmas, Apodaca	$ 1,300,000	1					2		66						2																												90	
CASA EN LONDRES  FRACC. RENACERES RESIDENCIAL MONTERREY NUEVO LEON	Renaceres Residencial, Apodaca	$ 545,000	1					1		82					No	2		True			29/03/23		True											True										90	
Casa - Fraccionamiento Altabrisa Premier	Apodaca Centro, Apodaca	$ 2,477,000	2							175						3																												130	
CASA EN VENTA, CLUB DE GOLF LAS CRUCES, APODACA	Las Cruces Club de Golf, Apodaca	$ 4,500,000	5		True		True	2		235						4	True		True	True	23/11/21		True				True	True			True	True					True		True	True				330	
CASA EN VENTA EN Santa Eulalia  Antigua Santa Rosa Apodaca	Antigua Santa Rosa, Apodaca	$ 342,320	1					1		90			3			2																												65	
A2* EXCELENTE CASA EN REMATE BANCARIO,FRACC. MISION DE HUINALA 2DO SECTOR, APODA	Misión de Huinalá, Apodaca	$ 757,810	2					2		110					No	3					05/03/23																							100	
Casa en Venta en Paseo de las Flores	Paseo de las Flores 1er Sector, Apodaca	$ 1,400,000	2							90						3																												90	
MGM. CASA DE REMATE BANCARIO. MANANTIAL, VILLA LAS PUENTES, APODACA	Villas de las Puentes, Apodaca	$ 313,000	2					2		150						3																												130	
Casa en Venta en Arboledas del Mezquital	Arboledas Del Mezquital, Apodaca	$ 1,700,000	2					2		146						3																												90	
CASA EN VENTA EN Ankara  Paseo de las Flores Apodaca N.L.	Apodaca	$ 635,900	2					1		89			4			2																												60	
CASA EN VALLE DE LOS NOGALES APODACA N.L	Apodaca	$ 890,000	3		True			2	True	110					No	3											True	True			True													91	
Casa en Venta en Apodaca, Privadas Borneo	Apodaca Centro, Apodaca	$ 2,400,000	2							152						3																												105	
CASA EN CALLE VIGO EN VALLE DEL SALDUERO APODACA, NUEVO LEON	Valle del Salduero, Apodaca	$ 880,365	1					1		70					No	2					25/03/23																							95	
VENTA DE QUINTA APODACA	Valle de las Palmas I, Apodaca	$ 2,500,000	2					5		205																																		102	
CASA EN FRCC JARDINES DE SAN PATRICIO APODACA NO SE ACEPTAN CRÉDITOS	Jardines de San Patricio, Apodaca	$ 560,000	2					1		120					No	3																												120	
INCREIBLE CASA EN LOS EBANOS, APODACA NUEVO LEON. NO SE ACEPTAN CREDITOS	Ébanos XI, Apodaca	$ 952,728	1				True	1	True	100						3						True																						70	
CasasenVentaenMagnolias	Magnolias, Apodaca	$ 2,500,000	1							159						5																												105	
JG/ CASA DE RECUPERACIÓN BANCARIA EN LOS AMARANTOS APODACA NL/ AS	Los Amarantos, Apodaca	$ 685,176	1					1		95					No	3		True																True										95	
CASA EN VENTA EN APODACA	Privalia Concordia, Apodaca	$ 2,450,000	2							167						3																												112	
CASA EN NUEVO LEÓN, NO SOLICITAMOS ANTICIPO, REMATE BANCARIO	Ex-Hacienda San Francisco, Apodaca	$ 605,000	2					1		100					No	3																												100	
JG/ CASA DE RECUPERACIÓN BANCARIA EN COSMÓPOLIS APODACA NUEVO LEON/  AS	Cosmópolis Metroplex, Apodaca	$ 473,037	1					1		90					No	2		True					True											True										90	
Casa en Venta en Sierra La Esperanza	Apodaca Centro, Apodaca	$ 1,388,086	2					2		170						3																												170	
Casa en Venta en Fracc Santa Rosa 1er Sect	Santa Rosa, Apodaca	$ 1,034,960	1					2		76						2																												106	
Casa en Venta en Prados de Santa Rosa	Prados de Santa Rosa, Apodaca	$ 1,600,000	2					1		144						3																												142	
CASA RECUPERACION BANCARIA EN SANTA INES Col.EX HACIENDA SAN FRANCISCO , APODACA	Ex-Hacienda San Francisco, Apodaca	$ 450,000	1				True	1		75					No	2		True	True		01/11/22		True	True							True	True									True			90	
Casa en Venta en Kebana	Apodaca Centro, Apodaca	$ 1,850,000	2					2		1485						3																												112	
Casa sola en venta en Ébanos X, Apodaca, Nuevo León	Ébanos IX, Apodaca	$ 950,000	1							59						2																				2000								90	
CASA EN VENTA, MISION DE SAN JOSE $1,140,000	Insurgentes, Apodaca	$ 1,140,000	2					2		150						3																												100	
APRA WO CASA EN VENTA EN EL FRACC. RENACERES RESIDENCIAL, APODACA, NUEVO LEON	Renaceres Residencial, Apodaca	$ 430,000	2					1		90					No	3	True	True					True	True	True																			90	
CASA EN VENTA EN APODACA	Apodaca Centro, Apodaca	$ 2,472,000	2							148						3																												112	
Casa en Venta en Centro de Apodaca	Apodaca Centro, Apodaca	$ 7,980,000	3							650					No	7					01/09/21																							1066	
CASA EN VENTA EN HACIENDA LAS MARGARITAS APODACA NUEVO LEON	Hacienda las Margaritas I, Apodaca	$ 1,350,000	2					2		142						2																												90	
CasasenVentaenArboledas del Mezquital	Arboledas Del Mezquital, Apodaca	$ 2,741,713	2							155						3																												120	
CASA RECUPERACION BANCARIA EN Martín Luther King  Col. Los Amarantos 2 , Cd Apod	Los Amarantos, Apodaca	$ 580,000	1				True	1		120					No	2	True	True			01/11/22		True	True							True	True				1			True		True			90	
Excelente Oportunidad de Inversión en Apodaca	Vivienda Digna, Apodaca	$ 475,000	2					1		100					No	3																												100	
Casa en Venta en Quinta Colonial Apodaca	Quinta Colonial Apodaca, Apodaca	$ 1,450,000	2					1		145						4																												90	
Casa en Venta en Altaria Residencial	Apodaca Centro, Apodaca	$ 1,695,000	2					1		170						3																												90	
Casa en Venta en Valle de Apodaca	Valle de Apodaca I, Apodaca	$ 1,430,000	1					1		145						3																												90	
Casa en Venta en Privadas del Rey	Apodaca Centro, Apodaca	$ 1,019,000	2							166						4																												140	
MGM. CASA DE REMATE BANCARIO. MISIÓN SAN PEDRO. APODACA, N.L.	Misión San Jose, Apodaca	$ 630,000	2					1		210						3																												170	
